Timestamp (ms),Temperature (°C)
931913.0,46.69
932218.0,46.67
932523.0,46.69
932828.0,46.69
933133.0,46.69
933438.0,46.69
933743.0,46.69
934048.0,46.69
934353.0,46.69
934658.0,46.69
934963.0,46.69
935268.0,46.69
935573.0,46.7
935878.0,46.69
936183.0,46.7
936488.0,46.7
936793.0,46.7
937098.0,46.71
937403.0,46.69
937708.0,46.7
938013.0,46.7
938318.0,46.7
938623.0,46.7
938928.0,46.71
939233.0,46.7
939538.0,46.71
939843.0,46.71
940148.0,46.71
940453.0,46.71
940758.0,46.7
941063.0,46.7
941368.0,46.71
941673.0,46.71
941978.0,46.71
942283.0,46.71
942588.0,46.71
942893.0,46.71
943198.0,46.71
943503.0,46.72
943808.0,46.72
944113.0,46.72
944418.0,46.72
944723.0,46.72
945028.0,46.72
945333.0,46.73
945638.0,46.73
945943.0,46.72
946248.0,46.72
946553.0,46.74
946858.0,46.72
947163.0,46.73
947468.0,46.71
947773.0,46.72
948078.0,46.73
948383.0,46.73
948688.0,46.74
948993.0,46.72
949298.0,46.74
949603.0,46.73
949908.0,46.73
950213.0,46.73
950518.0,46.72
950823.0,46.73
951128.0,46.74
951433.0,46.74
951738.0,46.73
952043.0,46.73
952348.0,46.75
952653.0,46.73
952958.0,46.73
953263.0,46.74
953568.0,46.74
953873.0,46.74
954178.0,46.74
954483.0,46.76
954788.0,46.75
955093.0,46.74
955398.0,46.76
955703.0,46.76
956008.0,46.74
956313.0,46.75
956618.0,46.75
956923.0,46.76
957228.0,46.75
957533.0,46.74
957838.0,46.74
958143.0,46.75
958448.0,46.75
958753.0,46.76
959058.0,46.75
959363.0,46.76
959668.0,46.75
959973.0,46.76
960278.0,46.76
960583.0,46.77
960888.0,46.76
961193.0,46.77
961498.0,46.76
961803.0,46.76
962108.0,46.77
962413.0,46.76
962718.0,46.77
963023.0,46.77
963328.0,46.75
963633.0,46.76
963938.0,46.77
964243.0,46.77
964548.0,46.77
964853.0,46.77
965158.0,46.77
965463.0,46.78
965768.0,46.77
966073.0,46.78
966378.0,46.78
966683.0,46.79
966988.0,46.79
967293.0,46.79
967598.0,46.8
967903.0,46.79
968208.0,46.8
968513.0,46.79
968818.0,46.81
969123.0,46.8
969428.0,46.79
969733.0,46.8
970038.0,46.8
970343.0,46.81
970648.0,46.81
970953.0,46.81
971258.0,46.81
971563.0,46.81
971868.0,46.81
972173.0,46.81
972478.0,46.81
972783.0,46.82
973088.0,46.81
973393.0,46.82
973698.0,46.83
974003.0,46.83
974308.0,46.82
974613.0,46.82
974918.0,46.82
975223.0,46.84
975528.0,46.83
975833.0,46.84
976138.0,46.84
976443.0,46.84
976748.0,46.84
977053.0,46.85
977358.0,46.85
977663.0,46.86
977968.0,46.86
978273.0,46.85
978578.0,46.86
978883.0,46.86
979188.0,46.86
979493.0,46.87
979798.0,46.87
980103.0,46.88
980408.0,46.88
980713.0,46.89
981018.0,46.88
981323.0,46.89
981628.0,46.89
981933.0,46.88
982238.0,46.9
982543.0,46.9
982848.0,46.91
983153.0,46.9
983458.0,46.91
983763.0,46.9
984068.0,46.9
984373.0,46.9
984678.0,46.91
984983.0,46.9
985288.0,46.91
985593.0,46.91
985898.0,46.92
986203.0,46.91
986508.0,46.92
986813.0,46.92
987118.0,46.93
987423.0,46.91
987728.0,46.93
988033.0,46.93
988338.0,46.92
988643.0,46.92
988948.0,46.94
989253.0,46.94
989558.0,46.94
989863.0,46.93
990168.0,46.93
990473.0,46.93
990778.0,46.93
991083.0,46.94
991388.0,46.94
991693.0,46.94
991998.0,46.95
992303.0,46.95
992608.0,46.95
992913.0,46.95
993218.0,46.95
993523.0,46.95
993828.0,46.97
994133.0,46.96
994438.0,46.96
994743.0,46.97
995048.0,46.96
995353.0,46.97
995658.0,46.97
995963.0,46.98
996268.0,46.98
996573.0,46.97
996878.0,46.98
997183.0,46.98
997488.0,46.99
997793.0,46.98
998098.0,46.98
998403.0,46.98
998708.0,46.99
999013.0,47.0
999318.0,47.0
999623.0,46.99
999928.0,47.0
1000233.0,47.0
1000539.0,46.99
1000845.0,46.99
1001151.0,47.0
1001457.0,47.0
1001763.0,47.01
1002069.0,47.0
1002375.0,47.0
1002681.0,47.0
1002987.0,47.01
1003293.0,47.0
1003599.0,47.0
1003905.0,47.0
1004211.0,47.02
1004517.0,47.01
1004823.0,47.0
1005129.0,47.0
1005435.0,47.01
1005741.0,47.0
1006047.0,47.0
1006353.0,47.0
1006659.0,47.0
1006965.0,47.01
1007271.0,47.0
1007577.0,47.0
1007883.0,47.0
1008189.0,47.0
1008495.0,47.0
1008801.0,47.01
1009107.0,47.01
1009413.0,47.02
1009719.0,47.02
1010025.0,47.02
1010331.0,47.02
1010637.0,47.02
1010943.0,47.02
1011249.0,47.02
1011555.0,47.02
1011861.0,47.02
1012167.0,47.03
1012473.0,47.03
1012779.0,47.03
1013085.0,47.03
1013391.0,47.02
1013697.0,47.04
1014003.0,47.04
1014309.0,47.03
1014615.0,47.04
1014921.0,47.02
1015227.0,47.03
1015533.0,47.04
1015839.0,47.04
1016145.0,47.05
1016451.0,47.04
1016757.0,47.04
1017063.0,47.04
1017369.0,47.05
1017675.0,47.04
1017981.0,47.05
1018287.0,47.06
1018593.0,47.05
1018899.0,47.05
1019205.0,47.05
1019511.0,47.05
1019817.0,47.05
1020123.0,47.05
1020429.0,47.05
1020735.0,47.06
1021041.0,47.05
1021347.0,47.05
1021653.0,47.05
1021959.0,47.06
1022265.0,47.06
1022571.0,47.06
1022877.0,47.06
1023183.0,47.07
1023489.0,47.06
1023795.0,47.08
1024101.0,47.07
1024407.0,47.07
1024713.0,47.07
1025019.0,47.08
1025325.0,47.08
1025631.0,47.08
1025937.0,47.08
1026243.0,47.09
1026549.0,47.11
1026855.0,47.09
1027161.0,47.09
1027467.0,47.09
1027773.0,47.09
1028079.0,47.09
1028385.0,47.09
1028691.0,47.09
1028997.0,47.11
1029303.0,47.11
1029609.0,47.11
1029915.0,47.11
1030221.0,47.11
1030527.0,47.11
1030833.0,47.11
1031139.0,47.11
1031445.0,47.12
1031751.0,47.12
1032057.0,47.12
1032363.0,47.13
1032669.0,47.12
1032975.0,47.13
1033281.0,47.13
1033587.0,47.13
1033893.0,47.12
1034199.0,47.12
1034505.0,47.13
1034811.0,47.13
1035117.0,47.13
1035423.0,47.13
1035729.0,47.13
1036035.0,47.13
1036341.0,47.13
1036647.0,47.12
1036953.0,47.14
1037259.0,47.14
1037565.0,47.13
1037871.0,47.14
1038177.0,47.14
1038483.0,47.14
1038789.0,47.15
1039095.0,47.15
1039401.0,47.15
1039707.0,47.14
1040013.0,47.15
1040319.0,47.15
1040625.0,47.15
1040931.0,47.15
1041237.0,47.14
1041543.0,47.15
1041849.0,47.15
1042155.0,47.14
1042461.0,47.15
1042767.0,47.16
1043073.0,47.15
1043379.0,47.16
1043685.0,47.17
1043991.0,47.16
1044297.0,47.17
1044603.0,47.17
1044909.0,47.17
1045215.0,47.17
1045521.0,47.17
1045827.0,47.17
1046133.0,47.17
1046439.0,47.17
1046745.0,47.18
1047051.0,47.17
1047357.0,47.18
1047663.0,47.17
1047969.0,47.17
1048275.0,47.18
1048581.0,47.18
1048887.0,47.18
1049193.0,47.18
1049499.0,47.18
1049805.0,47.18
1050111.0,47.18
1050417.0,47.18
1050723.0,47.18
1051029.0,47.17
1051335.0,47.18
1051641.0,47.18
1051947.0,47.18
1052253.0,47.17
1052559.0,47.18
1052865.0,47.18
1053171.0,47.17
1053477.0,47.18
1053783.0,47.17
1054089.0,47.17
1054395.0,47.17
1054701.0,47.17
1055007.0,47.16
1055313.0,47.15
1055619.0,47.16
1055925.0,47.15
1056231.0,47.16
1056537.0,47.15
1056843.0,47.16
1057149.0,47.14
1057455.0,47.14
1057761.0,47.15
1058067.0,47.15
1058373.0,47.14
1058679.0,47.15
1058985.0,47.16
1059291.0,47.15
1059597.0,47.16
1059903.0,47.16
1060209.0,47.16
1060515.0,47.16
1060821.0,47.16
1061127.0,47.17
1061433.0,47.16
1061739.0,47.17
1062045.0,47.16
1062351.0,47.17
1062657.0,47.17
1062963.0,47.17
1063269.0,47.18
1063575.0,47.19
1063881.0,47.19
1064187.0,47.19
1064493.0,47.19
1064799.0,47.2
1065105.0,47.2
1065411.0,47.21
1065717.0,47.21
1066023.0,47.2
1066329.0,47.21
1066635.0,47.21
1066941.0,47.22
1067247.0,47.21
1067553.0,47.22
1067859.0,47.23
1068165.0,47.22
1068471.0,47.22
1068777.0,47.22
1069083.0,47.23
1069389.0,47.23
1069695.0,47.24
1070001.0,47.24
1070307.0,47.23
1070613.0,47.24
1070919.0,47.24
1071225.0,47.25
1071531.0,47.25
1071837.0,47.25
1072143.0,47.25
1072449.0,47.25
1072755.0,47.26
1073061.0,47.26
1073367.0,47.26
1073673.0,47.27
1073979.0,47.27
1074285.0,47.27
1074591.0,47.27
1074897.0,47.28
1075203.0,47.27
1075509.0,47.27
1075815.0,47.28
1076121.0,47.27
1076427.0,47.28
1076733.0,47.29
1077039.0,47.29
1077345.0,47.28
1077651.0,47.3
1077957.0,47.3
1078263.0,47.3
1078569.0,47.3
1078875.0,47.3
1079181.0,47.31
1079487.0,47.32
1079793.0,47.3
1080099.0,47.32
1080405.0,47.32
1080711.0,47.32
1081017.0,47.32
1081323.0,47.32
1081629.0,47.32
1081935.0,47.32
1082241.0,47.32
1082547.0,47.33
1082853.0,47.32
1083159.0,47.33
1083465.0,47.34
1083771.0,47.33
1084077.0,47.32
1084383.0,47.33
1084689.0,47.32
1084995.0,47.32
1085301.0,47.33
1085607.0,47.32
1085913.0,47.33
1086219.0,47.33
1086525.0,47.34
1086831.0,47.34
1087137.0,47.34
1087443.0,47.34
1087749.0,47.34
1088055.0,47.34
1088361.0,47.34
1088667.0,47.34
1088973.0,47.34
1089279.0,47.35
1089585.0,47.34
1089891.0,47.36
1090197.0,47.36
1090503.0,47.35
1090809.0,47.36
1091115.0,47.35
1091421.0,47.35
1091727.0,47.36
1092033.0,47.36
1092339.0,47.36
1092645.0,47.36
1092951.0,47.36
1093257.0,47.36
1093563.0,47.36
1093869.0,47.36
1094175.0,47.36
1094481.0,47.36
1094787.0,47.36
1095093.0,47.36
1095399.0,47.36
1095705.0,47.36
1096011.0,47.36
1096317.0,47.37
1096623.0,47.37
1096929.0,47.37
1097235.0,47.36
1097541.0,47.37
1097847.0,47.37
1098153.0,47.36
1098459.0,47.37
1098765.0,47.37
1099071.0,47.37
1099377.0,47.37
1099683.0,47.37
1099989.0,47.37
1100295.0,47.37
1100601.0,47.37
1100907.0,47.37
1101213.0,47.37
1101519.0,47.38
1101825.0,47.37
1102131.0,47.37
1102437.0,47.38
1102743.0,47.39
1103049.0,47.38
1103355.0,47.38
1103661.0,47.39
1103967.0,47.37
1104273.0,47.4
1104579.0,47.37
1104885.0,47.38
1105191.0,47.38
1105497.0,47.38
1105803.0,47.39
1106109.0,47.39
1106415.0,47.4
1106721.0,47.39
1107027.0,47.39
1107333.0,47.4
1107639.0,47.4
1107945.0,47.39
1108251.0,47.39
1108557.0,47.39
1108863.0,47.4
1109169.0,47.4
1109475.0,47.39
1109781.0,47.41
1110087.0,47.4
1110393.0,47.41
1110699.0,47.41
1111005.0,47.4
1111311.0,47.4
1111617.0,47.39
1111923.0,47.4
1112229.0,47.39
1112535.0,47.39
1112841.0,47.39
1113147.0,47.4
1113453.0,47.39
1113759.0,47.4
1114065.0,47.39
1114371.0,47.38
1114677.0,47.38
1114983.0,47.38
1115289.0,47.39
1115595.0,47.38
1115901.0,47.37
1116207.0,47.37
1116513.0,47.38
1116819.0,47.38
1117125.0,47.39
1117431.0,47.4
1117737.0,47.39
1118043.0,47.39
1118349.0,47.38
1118655.0,47.38
1118961.0,47.39
1119267.0,47.39
1119573.0,47.39
1119879.0,47.39
1120185.0,47.38
1120491.0,47.39
1120797.0,47.39
1121103.0,47.39
1121409.0,47.38
1121715.0,47.37
1122021.0,47.38
1122327.0,47.4
1122633.0,47.4
1122939.0,47.39
1123245.0,47.4
1123551.0,47.41
1123857.0,47.4
1124163.0,47.41
1124469.0,47.41
1124775.0,47.41
1125081.0,47.4
1125387.0,47.41
1125693.0,47.41
1125999.0,47.41
1126305.0,47.41
1126611.0,47.41
1126917.0,47.41
1127223.0,47.41
1127529.0,47.42
1127835.0,47.41
1128141.0,47.41
1128447.0,47.42
1128753.0,47.42
1129059.0,47.41
1129365.0,47.42
1129671.0,47.42
1129977.0,47.43
1130283.0,47.43
1130589.0,47.43
1130895.0,47.43
1131201.0,47.42
1131507.0,47.43
1131813.0,47.43
1132119.0,47.44
1132425.0,47.43
1132731.0,47.44
1133037.0,47.43
1133343.0,47.43
1133649.0,47.43
1133955.0,47.44
1134261.0,47.44
1134567.0,47.45
1134873.0,47.45
1135179.0,47.45
1135485.0,47.45
1135791.0,47.46
1136097.0,47.46
1136403.0,47.46
1136709.0,47.47
1137015.0,47.46
1137321.0,47.47
1137627.0,47.46
1137933.0,47.48
1138239.0,47.47
1138545.0,47.48
1138851.0,47.48
1139157.0,47.49
1139463.0,47.49
1139769.0,47.49
1140075.0,47.49
1140381.0,47.5
1140687.0,47.49
1140993.0,47.49
1141299.0,47.5
1141605.0,47.5
1141911.0,47.51
1142217.0,47.5
1142523.0,47.5
1142829.0,47.51
1143135.0,47.51
1143441.0,47.52
1143747.0,47.51
1144053.0,47.52
1144359.0,47.51
1144665.0,47.52
1144971.0,47.51
1145277.0,47.52
1145583.0,47.51
1145889.0,47.52
1146195.0,47.52
1146501.0,47.52
1146807.0,47.52
1147113.0,47.51
1147419.0,47.52
1147725.0,47.53
1148031.0,47.53
1148337.0,47.53
1148643.0,47.53
1148949.0,47.53
1149255.0,47.53
1149561.0,47.54
1149867.0,47.54
1150173.0,47.54
1150479.0,47.54
1150785.0,47.54
1151091.0,47.54
1151397.0,47.54
1151703.0,47.54
1152009.0,47.54
1152315.0,47.54
1152621.0,47.54
1152927.0,47.55
1153233.0,47.54
1153539.0,47.54
1153845.0,47.54
1154151.0,47.55
1154457.0,47.55
1154763.0,47.55
1155069.0,47.56
1155375.0,47.55
1155681.0,47.55
1155987.0,47.55
1156293.0,47.56
1156599.0,47.56
1156905.0,47.55
1157211.0,47.55
1157517.0,47.56
1157823.0,47.56
1158129.0,47.56
1158435.0,47.56
1158741.0,47.56
1159047.0,47.56
1159353.0,47.55
1159659.0,47.56
1159965.0,47.57
1160271.0,47.56
1160577.0,47.57
1160883.0,47.56
1161189.0,47.56
1161495.0,47.56
1161801.0,47.57
1162107.0,47.57
1162413.0,47.58
1162719.0,47.57
1163025.0,47.57
1163331.0,47.57
1163637.0,47.57
1163943.0,47.57
1164249.0,47.57
1164555.0,47.56
1164861.0,47.58
1165167.0,47.57
1165473.0,47.57
1165779.0,47.58
1166085.0,47.58
1166391.0,47.59
1166697.0,47.58
1167003.0,47.58
1167309.0,47.59
1167615.0,47.59
1167921.0,47.59
1168227.0,47.58
1168533.0,47.58
1168839.0,47.59
1169145.0,47.59
1169451.0,47.58
1169757.0,47.58
1170063.0,47.59
1170369.0,47.59
1170675.0,47.59
1170981.0,47.59
1171287.0,47.59
1171593.0,47.6
1171899.0,47.6
1172205.0,47.6
1172511.0,47.6
1172817.0,47.6
1173123.0,47.61
1173429.0,47.61
1173735.0,47.61
1174041.0,47.62
1174347.0,47.63
1174653.0,47.63
1174959.0,47.63
1175265.0,47.62
1175571.0,47.64
1175877.0,47.64
1176183.0,47.62
1176489.0,47.64
1176795.0,47.64
1177101.0,47.63
1177407.0,47.63
1177713.0,47.65
1178019.0,47.64
1178325.0,47.64
1178631.0,47.64
1178937.0,47.64
1179243.0,47.65
1179549.0,47.64
1179855.0,47.65
1180161.0,47.64
1180467.0,47.65
1180773.0,47.64
1181079.0,47.65
1181385.0,47.65
1181691.0,47.65
1181997.0,47.65
1182303.0,47.66
1182609.0,47.66
1182915.0,47.66
1183221.0,47.65
1183527.0,47.66
1183833.0,47.64
1184139.0,47.65
1184445.0,47.65
1184751.0,47.65
1185057.0,47.65
1185363.0,47.65
1185669.0,47.64
1185975.0,47.65
1186281.0,47.66
1186587.0,47.65
1186893.0,47.65
1187199.0,47.65
1187505.0,47.64
1187811.0,47.66
1188117.0,47.65
1188423.0,47.66
1188729.0,47.65
1189035.0,47.65
1189341.0,47.65
1189647.0,47.65
1189953.0,47.66
1190259.0,47.65
1190565.0,47.66
1190871.0,47.66
1191177.0,47.66
1191483.0,47.66
1191789.0,47.66
1192095.0,47.66
1192401.0,47.66
1192707.0,47.66
1193013.0,47.65
1193319.0,47.66
1193625.0,47.66
1193931.0,47.66
1194237.0,47.65
1194543.0,47.66
1194849.0,47.66
1195155.0,47.67
1195461.0,47.66
1195767.0,47.66
1196073.0,47.65
1196379.0,47.66
1196685.0,47.66
1196991.0,47.67
1197297.0,47.65
1197603.0,47.66
1197909.0,47.66
1198215.0,47.67
1198521.0,47.67
1198827.0,47.67
1199133.0,47.66
1199439.0,47.67
1199745.0,47.68
1200051.0,47.68
1200357.0,47.68
1200663.0,47.68
1200969.0,47.68
1201275.0,47.69
1201581.0,47.68
1201887.0,47.68
1202193.0,47.69
1202499.0,47.68
1202805.0,47.68
1203111.0,47.69
1203417.0,47.69
1203723.0,47.69
1204029.0,47.68
1204335.0,47.69
1204641.0,47.69
1204947.0,47.69
1205253.0,47.69
1205559.0,47.69
1205865.0,47.68
1206171.0,47.69
1206477.0,47.68
1206783.0,47.66
1207089.0,47.67
1207395.0,47.67
1207701.0,47.66
1208007.0,47.66
1208313.0,47.66
1208619.0,47.66
1208925.0,47.66
1209231.0,47.66
1209537.0,47.65
1209843.0,47.67
1210149.0,47.66
1210455.0,47.67
1210761.0,47.66
1211067.0,47.66
1211373.0,47.65
1211679.0,47.66
1211985.0,47.66
1212291.0,47.67
1212597.0,47.66
1212903.0,47.66
1213209.0,47.66
1213515.0,47.66
1213821.0,47.67
1214127.0,47.67
1214433.0,47.66
1214739.0,47.66
1215045.0,47.67
1215351.0,47.66
1215657.0,47.67
1215963.0,47.67
1216269.0,47.67
1216575.0,47.67
1216881.0,47.67
1217187.0,47.67
1217493.0,47.68
1217799.0,47.67
1218105.0,47.68
1218411.0,47.68
1218717.0,47.69
1219023.0,47.68
1219329.0,47.68
1219635.0,47.68
1219941.0,47.69
1220247.0,47.69
1220553.0,47.68
1220859.0,47.68
1221165.0,47.69
1221471.0,47.69
1221777.0,47.69
1222083.0,47.69
1222389.0,47.7
1222695.0,47.69
1223001.0,47.68
1223307.0,47.69
1223613.0,47.69
1223919.0,47.69
1224225.0,47.69
1224531.0,47.7
1224837.0,47.69
1225143.0,47.69
1225449.0,47.69
1225755.0,47.7
1226061.0,47.7
1226367.0,47.7
1226673.0,47.7
1226979.0,47.7
1227285.0,47.71
1227591.0,47.71
1227897.0,47.7
1228203.0,47.69
1228509.0,47.71
1228815.0,47.7
1229121.0,47.71
1229427.0,47.72
1229733.0,47.71
1230039.0,47.71
1230345.0,47.72
1230651.0,47.71
1230957.0,47.71
1231263.0,47.72
1231569.0,47.71
1231875.0,47.71
1232181.0,47.7
1232487.0,47.7
1232793.0,47.7
1233099.0,47.7
1233405.0,47.7
1233711.0,47.7
1234017.0,47.7
1234323.0,47.71
1234629.0,47.7
1234935.0,47.71
1235241.0,47.7
1235547.0,47.7
1235853.0,47.71
1236159.0,47.71
1236465.0,47.71
1236771.0,47.72
1237077.0,47.71
1237383.0,47.71
1237689.0,47.71
1237995.0,47.72
1238301.0,47.72
1238607.0,47.74
1238913.0,47.72
1239219.0,47.73
1239525.0,47.73
1239831.0,47.73
1240137.0,47.75
1240443.0,47.75
1240749.0,47.75
1241055.0,47.75
1241361.0,47.76
1241667.0,47.75
1241973.0,47.76
1242279.0,47.75
1242585.0,47.77
1242891.0,47.76
1243197.0,47.76
1243503.0,47.78
1243809.0,47.78
1244115.0,47.78
1244421.0,47.78
1244727.0,47.79
1245033.0,47.77
1245339.0,47.78
1245645.0,47.78
1245951.0,47.79
1246257.0,47.78
1246563.0,47.79
1246869.0,47.78
1247175.0,47.8
1247481.0,47.79
1247787.0,47.79
1248093.0,47.79
1248399.0,47.8
1248705.0,47.8
1249011.0,47.8
1249317.0,47.8
1249623.0,47.81
1249929.0,47.8
1250235.0,47.81
1250541.0,47.8
1250847.0,47.8
1251153.0,47.79
1251459.0,47.81
1251765.0,47.8
1252071.0,47.8
1252377.0,47.8
1252683.0,47.81
1252989.0,47.8
1253295.0,47.8
1253601.0,47.8
1253907.0,47.79
1254213.0,47.8
1254519.0,47.8
1254825.0,47.79
1255131.0,47.8
1255437.0,47.8
1255743.0,47.81
1256049.0,47.8
1256355.0,47.81
1256661.0,47.81
1256967.0,47.8
1257273.0,47.8
1257579.0,47.81
1257885.0,47.81
1258191.0,47.82
1258497.0,47.81
1258803.0,47.82
1259109.0,47.82
1259415.0,47.83
1259721.0,47.83
1260027.0,47.84
1260333.0,47.83
1260639.0,47.83
1260945.0,47.83
1261251.0,47.83
1261557.0,47.84
1261863.0,47.84
1262169.0,47.83
1262475.0,47.83
1262781.0,47.83
1263087.0,47.84
1263393.0,47.84
1263699.0,47.84
1264005.0,47.84
1264311.0,47.84
1264617.0,47.84
1264923.0,47.84
1265229.0,47.84
1265535.0,47.84
1265841.0,47.84
1266147.0,47.83
1266453.0,47.84
1266759.0,47.84
1267065.0,47.83
1267371.0,47.83
1267677.0,47.83
1267983.0,47.83
1268289.0,47.84
1268595.0,47.84
1268901.0,47.83
1269207.0,47.84
1269513.0,47.82
1269819.0,47.82
1270125.0,47.82
1270431.0,47.82
1270737.0,47.82
1271043.0,47.82
1271349.0,47.83
1271655.0,47.83
1271961.0,47.82
1272267.0,47.83
1272573.0,47.82
1272879.0,47.82
1273185.0,47.82
1273491.0,47.82
1273797.0,47.83
1274103.0,47.83
1274409.0,47.82
1274715.0,47.83
1275021.0,47.83
1275327.0,47.83
1275633.0,47.83
1275939.0,47.83
1276245.0,47.83
1276551.0,47.84
1276857.0,47.84
1277163.0,47.84
1277469.0,47.83
1277775.0,47.84
1278081.0,47.83
1278387.0,47.84
1278693.0,47.84
1278999.0,47.84
1279305.0,47.84
1279611.0,47.84
1279917.0,47.84
1280223.0,47.84
1280529.0,47.84
1280835.0,47.84
1281141.0,47.85
1281447.0,47.85
1281753.0,47.83
1282059.0,47.85
1282365.0,47.85
1282671.0,47.85
1282977.0,47.86
1283283.0,47.85
1283589.0,47.87
1283895.0,47.86
1284201.0,47.85
1284507.0,47.86
1284813.0,47.86
1285119.0,47.87
1285425.0,47.87
1285731.0,47.88
1286037.0,47.88
1286343.0,47.88
1286649.0,47.88
1286955.0,47.88
1287261.0,47.87
1287567.0,47.88
1287873.0,47.87
1288179.0,47.88
1288485.0,47.88
1288791.0,47.88
1289097.0,47.88
1289403.0,47.89
1289709.0,47.9
1290015.0,47.89
1290321.0,47.9
1290627.0,47.89
1290933.0,47.9
1291239.0,47.91
1291545.0,47.91
1291851.0,47.91
1292157.0,47.92
1292463.0,47.91
1292769.0,47.9
1293075.0,47.92
1293381.0,47.92
1293687.0,47.91
1293993.0,47.92
1294299.0,47.9
1294605.0,47.91
1294911.0,47.91
1295217.0,47.91
1295523.0,47.91
1295829.0,47.91
1296135.0,47.91
1296441.0,47.9
1296747.0,47.9
1297053.0,47.91
1297359.0,47.9
1297665.0,47.9
1297971.0,47.91
1298277.0,47.91
1298583.0,47.9
1298889.0,47.91
1299195.0,47.91
1299501.0,47.91
1299807.0,47.9
1300113.0,47.91
1300419.0,47.91
1300725.0,47.92
1301031.0,47.91
1301337.0,47.92
1301643.0,47.92
1301949.0,47.92
1302255.0,47.93
1302561.0,47.92
1302867.0,47.93
1303173.0,47.93
1303479.0,47.92
1303785.0,47.92
1304091.0,47.93
1304397.0,47.92
1304703.0,47.91
1305009.0,47.92
1305315.0,47.92
1305621.0,47.92
1305927.0,47.93
1306233.0,47.93
1306539.0,47.93
1306845.0,47.93
1307151.0,47.93
1307457.0,47.94
1307763.0,47.92
1308069.0,47.93
1308375.0,47.95
1308681.0,47.95
1308987.0,47.94
1309293.0,47.94
1309599.0,47.94
1309905.0,47.94
1310211.0,47.94
1310517.0,47.95
1310823.0,47.94
1311129.0,47.94
1311435.0,47.95
1311741.0,47.95
1312047.0,47.96
1312353.0,47.95
1312659.0,47.94
1312965.0,47.95
1313271.0,47.95
1313577.0,47.95
1313883.0,47.94
1314189.0,47.95
1314495.0,47.96
1314801.0,47.94
1315107.0,47.95
1315413.0,47.95
1315719.0,47.94
1316025.0,47.94
1316331.0,47.95
1316637.0,47.95
1316943.0,47.95
1317249.0,47.94
1317555.0,47.95
1317861.0,47.95
1318167.0,47.95
1318473.0,47.95
1318779.0,47.96
1319085.0,47.96
1319391.0,47.96
1319697.0,47.96
1320003.0,47.96
1320309.0,47.97
1320615.0,47.97
1320921.0,47.96
1321227.0,47.97
1321533.0,47.97
1321839.0,47.97
1322145.0,47.98
1322451.0,47.97
1322757.0,47.98
1323063.0,47.98
1323369.0,47.99
1323675.0,47.98
1323981.0,47.98
1324287.0,47.98
1324593.0,47.99
1324899.0,48.0
1325205.0,47.99
1325511.0,47.99
1325817.0,47.99
1326123.0,47.99
1326429.0,47.99
1326735.0,47.99
1327041.0,48.0
1327347.0,48.0
1327653.0,48.0
1327959.0,48.0
1328265.0,48.0
1328571.0,48.0
1328877.0,48.0
1329183.0,48.01
1329489.0,48.0
1329795.0,48.0
1330101.0,48.0
1330407.0,48.01
1330713.0,48.01
1331019.0,48.01
1331325.0,48.02
1331631.0,48.02
1331937.0,48.02
1332243.0,48.02
1332549.0,48.02
1332855.0,48.03
1333161.0,48.02
1333467.0,48.02
1333773.0,48.02
1334079.0,48.02
1334385.0,48.03
1334691.0,48.02
1334997.0,48.02
1335303.0,48.02
1335609.0,48.03
1335915.0,48.02
1336221.0,48.04
1336527.0,48.02
1336833.0,48.02
1337139.0,48.02
1337445.0,48.02
1337751.0,48.02
1338057.0,48.01
1338363.0,48.02
1338669.0,48.02
1338975.0,48.02
1339281.0,48.01
1339587.0,48.02
1339893.0,48.02
1340199.0,48.01
1340505.0,48.01
1340811.0,48.02
1341117.0,48.03
1341423.0,48.02
1341729.0,48.02
1342035.0,48.03
1342341.0,48.03
1342647.0,48.04
1342953.0,48.03
1343259.0,48.04
1343565.0,48.02
1343871.0,48.02
1344177.0,48.02
1344483.0,48.02
1344789.0,48.02
1345095.0,48.02
1345401.0,48.03
1345707.0,48.03
1346013.0,48.02
1346319.0,48.02
1346625.0,48.02
1346931.0,48.01
1347237.0,48.02
1347543.0,48.02
1347849.0,48.02
1348155.0,48.04
1348461.0,48.02
1348767.0,48.02
1349073.0,48.02
1349379.0,48.01
1349685.0,48.02
1349991.0,48.03
1350297.0,48.03
1350603.0,48.03
1350909.0,48.02
1351215.0,48.02
1351521.0,48.02
1351827.0,48.01
1352133.0,48.01
1352439.0,48.01
1352745.0,48.01
1353051.0,48.02
1353357.0,48.02
1353663.0,48.01
1353969.0,48.01
1354275.0,48.01
1354581.0,48.01
1354887.0,48.01
1355193.0,48.01
1355499.0,48.01
1355805.0,48.01
1356111.0,48.0
1356417.0,48.01
1356723.0,48.0
1357029.0,48.0
1357335.0,48.0
1357641.0,48.0
1357947.0,48.0
1358253.0,48.0
1358559.0,48.0
1358865.0,48.0
1359171.0,47.99
1359477.0,48.0
1359783.0,48.01
1360089.0,48.0
1360395.0,48.0
1360701.0,47.99
1361007.0,48.01
1361313.0,48.0
1361619.0,47.99
1361925.0,47.99
1362231.0,48.0
1362537.0,48.0
1362843.0,48.0
1363149.0,48.0
1363455.0,47.99
1363761.0,48.0
1364067.0,48.0
1364373.0,48.0
1364679.0,48.0
1364985.0,48.0
1365291.0,48.01
1365597.0,48.0
1365903.0,48.0
